Name,Username,Tweet ID (click to view url),Retweets,Comments,Favorites,Is Retweet?,Date,Tweet Text,Author Followers,Author Friends,Author Favorites,Author Statuses,Author Bio,Author Image,Author Location,Author Verified,Tweet Source,Status URL,
GoDaddy,GoDaddy,1883548998058815818,0,2,6,no,1/26/25 16:14,"The GoDaddy Design Trends Report 2025 is HERE 🔥Wanna see all the trends? Grab that FREE report now.Create on-trend content for your brand with ALL this juicy content, available with GoDaddy Airo - AI-powered magic included 🔮Tap that bio and thank us later 💅 https://t.co/t1rxARIspQ",281677,67885,6,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1883548998058815818,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1883964475373396157,3,3,13,no,1/27/25 19:45,"GoDaddy and Walton Goggins are together at last. And what exactly is up with those rad goggle glasses Walton’s got on? Check out the big game to find out. Sure, the football will be fun to watch too, but the real main event is on Goggins’ noggin.  See you on February 9th. https://t.co/Op1FaZQBw1",281677,67885,13,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1883964475373396157,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1884344338001408381,0,1,7,no,1/28/25 20:54,"Solo hustle? BYE. GoDaddy Airo? HELLO. *Sniffle* 🥹 You’ve got this, champ. We’re here for it. 🫶🏽#GoDaddyAiro #SmallBusiness https://t.co/7Vy9ja7HMv",281677,67885,7,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1884344338001408381,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1884708220846952527,0,4,7,no,1/29/25 21:00,"POV: You’re slaying your online business game, but your cat keeps taking first place at those contests 🐱👀 #GoDaddyAiro https://t.co/RLjmDQgqna",281677,67885,7,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1884708220846952527,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1885352221899985127,1,0,2,no,1/31/25 15:39,@SweetsandMeats went from a backyard grill to a bustling restaurant! 🍗 🔥 Check out their savory small biz story powered by @GoDaddy here: https://t.co/RRSnFCMp6i https://t.co/AsayMhg8PZ,281677,67885,2,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1885352221899985127,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1885699253789503546,0,1,2,no,2/1/25 14:38,"Can GoDaddy Airo really do it all—find your domain, build your site, design a logo, create social posts and more?Go see for yourself 💫 Your future is calling 😉 https://t.co/MI69cQ5kkA https://t.co/IT243L7hMk",281677,67885,2,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1885699253789503546,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1886112085131555044,1,1,2,no,2/2/25 17:58,"Straight-up superhero, if you ask us 😉. We’re your #1 fan! https://t.co/Amv3caLONK",281677,67885,2,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1886112085131555044,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1887142886996619377,8,7,44,no,2/5/25 14:15,"GoDaddy Airo uses the power of AI to create a logo, website and social content so you can look like you know what you’re doing, even if you don’t. That’s how Walton Goggins built and launched his business online. Check out Walton Goggins Goggle Glasses in our Big Game commercial. https://t.co/js7AThJmoY",281677,67885,44,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1887142886996619377,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1887567906138943903,0,2,3,no,2/6/25 18:23,*Dramatic tear wipe* How do you do it!? How are you just So. Damn. Amazing? 🥹 https://t.co/zTDi3HVRzY,281677,67885,3,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1887567906138943903,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1887920128605503866,2,3,7,no,2/7/25 17:43,"Did someone say bestie for the restie? Together forever? AI ‘till I die? (Pssst, we did 🤣) GoDaddy Airo is the backup you’ve been looking for.Check it out 👉🏼 https://t.co/Y6kY4vyf7t#GoDaddyAiro #buildawebsite https://t.co/e2sUCE9kae",281677,67885,7,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1887920128605503866,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1887954490143257002,1,3,6,no,2/7/25 20:00,"It started as a fun idea, a side gig, a little thing you messed around with to see what happened. Well, what happened was suddenly your hobby was making so much money that now it’s a straight up business. Kind of like magic, except the magic is just you being rad. https://t.co/iMt3CVPSzb",281677,67885,6,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Sprinklr,https://www.twitter.com/GoDaddy/status/1887954490143257002,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1888234848575213632,0,4,5,no,2/8/25 14:34,"Our Big Game ad has officially aired, now it’s your turn to weigh in! Head over to @USATODAY’s #AdMeter to rate our ad and help us reach the #1 spot. Create an account and submit your ratings between now and 10 p.m. PT on game day.https://t.co/sAtQc4UuPa",281677,67885,5,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Twitter Web App,https://www.twitter.com/GoDaddy/status/1888234848575213632,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1888709549152235612,8,11,124,no,2/9/25 22:00,GoDaddy’s cooking up something BIG for small businesses. Catch our ad in the 4th quarter of the Big Game to see what we’ve got in store for ya. https://t.co/1VLieM524r,281677,67885,124,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Twitter Web App,https://www.twitter.com/GoDaddy/status/1888709549152235612,https://www.twitter.com/GoDaddy
GoDaddy,GoDaddy,1888710328902615387,0,1,0,no,2/9/25 22:03,@YTAdvertisers A fellow Gogghead it seems.🫡,281677,67885,0,155829,With GoDaddy Airo and your vision - It's like you know what you're doing 😎,https://pbs.twimg.com/profile_images/1458503273539850248/bszLIMcp_normal.jpg,,no,Twitter Web App,https://www.twitter.com/GoDaddy/status/1888710328902615387,https://www.twitter.com/GoDaddy
