Name,Username,Tweet ID (click to view url),Retweets,Comments,Favorites,Is Retweet?,Date,Tweet Text,Author Followers,Author Friends,Author Favorites,Author Statuses,Author Bio,Author Image,Author Location,Author Verified,Tweet Source,Status URL,
Universal Pictures,UniversalPics,1884300416286085215,9,2,73,no,1/28/25 18:00,"Out of Africa and into our closet, please.🎬 Out of Africa (1985) https://t.co/AKXKkTzaXz",4779269,319,73,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter Web App,https://www.twitter.com/UniversalPics/status/1884300416286085215,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1884412038404821302,0,1,1,no,1/29/25 1:23,@jkline120 right?! 🤩,4779269,319,1,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/UniversalPics/status/1884412038404821302,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1884662807888880079,77,6,229,no,1/29/25 18:00,It’s his year.🎬 The Bad Guys (2022) https://t.co/F9DxjLWteg,4779269,319,229,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter Web App,https://www.twitter.com/UniversalPics/status/1884662807888880079,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1884758164933132707,0,0,40,no,1/30/25 0:18,@PopBase That’s my line 🗣️,4779269,319,40,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/UniversalPics/status/1884758164933132707,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1884759594226110917,2,1,192,no,1/30/25 0:24,@PopCrave @ameliadimz everyone deserves a chance to ✨TRY✨,4779269,319,192,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/UniversalPics/status/1884759594226110917,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1885189027969585494,0,5,59,no,1/31/25 4:51,@knewbetterave she’s head arianator 💖,4779269,319,59,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/UniversalPics/status/1885189027969585494,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1886238591694630938,279,44,1437,no,2/3/25 2:21,miss me? #M3GAN2 is only in theaters June 27.https://t.co/3DeycICSnC,4779269,319,1437,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter Web App,https://www.twitter.com/UniversalPics/status/1886238591694630938,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1886535383866904869,7,6,114,no,2/3/25 22:01,Cowboy Conner is ready for #CowboyCarter.🎬 Popstar: Never Stop Never Stopping (2016) https://t.co/3AQ7AWROsy,4779269,319,114,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter Web App,https://www.twitter.com/UniversalPics/status/1886535383866904869,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1886583330386116870,0,0,4,no,2/4/25 1:11,@nansversion “i found some cheese”,4779269,319,4,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/UniversalPics/status/1886583330386116870,https://www.twitter.com/UniversalPics
Universal Pictures,UniversalPics,1887128023033409905,1033,108,5299,no,2/5/25 13:15,A new era is born. Watch the Jurassic World Rebirth trailer now.https://t.co/LTtDaHiygK,4779269,319,5299,20003,🌎🎥,https://pbs.twimg.com/profile_images/1863787211092606976/vBwGL-x0_normal.jpg,,no,Twitter Web App,https://www.twitter.com/UniversalPics/status/1887128023033409905,https://www.twitter.com/UniversalPics
