Name,Username,Tweet ID (click to view url),Retweets,Comments,Favorites,Is Retweet?,Date,Tweet Text,Author Followers,Author Friends,Author Favorites,Author Statuses,Author Bio,Author Image,Author Location,Author Verified,Tweet Source,Status URL,
Budweiser,budweiserusa,1883560538208182525,31,11,388,no,1/26/25 17:00,Keep your ears up. Our full commercial is out for delivery. https://t.co/ca0fE1OQ9Z,308979,745,388,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Sprinklr Publishing,https://www.twitter.com/budweiserusa/status/1883560538208182525,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1883587247531815165,0,0,2,no,1/26/25 18:46,@claudetteramey9 More Clydesdale content is on the way soon...,308979,745,2,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Sprinklr Publishing,https://www.twitter.com/budweiserusa/status/1883587247531815165,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1883587498221138410,0,0,1,no,1/26/25 18:47,@tbconeill We'd have to agree.,308979,745,1,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Sprinklr Publishing,https://www.twitter.com/budweiserusa/status/1883587498221138410,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1883610639299416567,0,0,0,no,1/26/25 20:19,@colvin_donnie Stay tuned for more.,308979,745,0,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Sprinklr Publishing,https://www.twitter.com/budweiserusa/status/1883610639299416567,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1883877635706724358,312,225,1624,no,1/27/25 14:00,Delivering Since 1876. Watch our Super Bowl LIX commercial now. https://t.co/yt8cqGlZY7,308979,745,1624,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Twitter Web App,https://www.twitter.com/budweiserusa/status/1883877635706724358,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1883974974865555482,0,1,11,no,1/27/25 20:26,@GQ22Blondie Really makes you want to crack a beer.,308979,745,11,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Sprinklr Publishing,https://www.twitter.com/budweiserusa/status/1883974974865555482,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1883977757006389456,0,0,5,no,1/27/25 20:37,@PopX The best beer delivery in the game.,308979,745,5,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Twitter for iPhone,https://www.twitter.com/budweiserusa/status/1883977757006389456,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1884262362993357151,283,1449,1344,no,1/28/25 15:28,"We've been Delivering Since 1876 and for Super Bowl LIX we're not slowing down. Every day leading up to game day, we're giving away A YEAR'S WORTH OF BEER. Enter for a chance to win using #ThisBudsForYou #Sweepstakes https://t.co/NptwG6uwhW",308979,745,1344,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Twitter Web App,https://www.twitter.com/budweiserusa/status/1884262362993357151,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1884360814443868671,256,1503,1256,no,1/28/25 22:00,"You've worked hard, so now it's time for a beer. Enter now using #ThisBudsForYou #Sweepstakes for a chance to win a year's worth of beer. https://t.co/BcHfULG0Tk",308979,745,1256,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Sprinklr Publishing,https://www.twitter.com/budweiserusa/status/1884360814443868671,https://www.twitter.com/budweiserusa
Budweiser,budweiserusa,1884632609164005466,154,762,885,no,1/29/25 16:00,"Keep going, it's almost Bud time. Check back here when the work is done for a chance to win a year's worth of beer. #ThisBudsForYou #Sweeptakes https://t.co/8C3Faw14uG",308979,745,885,10113,"This Bud’s For You. Content & sharing for 21+. Enjoy Responsibly. ©️ 2025 Anheuser-Busch, Budweiser®️ Lager Beer, St. Louis, MO https://t.co/VkFrH6PEgB",https://pbs.twimg.com/profile_images/1875215175768297483/2tj4exwG_normal.jpg,"St Louis, MO",no,Sprinklr Publishing,https://www.twitter.com/budweiserusa/status/1884632609164005466,https://www.twitter.com/budweiserusa
